新闻id,时间,内容,risk_score,risk_label,risk_types,primary_risk_type,reason,confidence,summary,gold_source
838,2026-04-14 10:33:57,Hyperliquid人均利润全球领先，11人团队创9亿美元收益 据Cointelegraph报道，由Jeffrey Yan创立的Hyperliquid以仅11名员工创造了超过9亿美元的利润。据PANews报道，该公司成为全球人均利润最高的初创公司之一。,8,low,[],无明显风险,新闻仅报道Hyperliquid团队的高利润和人均利润领先，属于正面业绩动态，未出现任何安全、合规、市场异常或负向信号，整体风险极低。,0.95,Hyperliquid 11人团队创造超9亿美元利润，人均利润全球领先。,agreement_candidate
839,2026-04-14 10:31:34,币安将更新多个代币的观察标签和种子标签 据币安官方公告，根据最近的审核，币安将于2026年04月14日为更多代币添加观察标签，并移除相应代币的种子标签。添加至观察标签榜单的代币包括：Harvest Finance (FARM)、Highstreet (HIGH)、Enzyme (MLN)、Resolv (RESOLV)、Syscoin (SYS)、TrueFi (TRU)、Velodrome Finance (VELODROME)。移除种子标签榜单的代币为：Tether Gold (XAUT)。观察标签代币可能会有更高的波动性和风险。用户需每90天通过测验并接受使用条款，方可获得交易权限。币安将定期审核项目，并根据调查结果更新标签。,8,low,[],无明显风险,新闻仅描述币安根据定期审核结果更新部分代币的观察标签和种子标签，属于常规风险提示和用户权限管理，未发生实际安全事件、资产损失或市场异常，整体风险较低。,0.95,币安将更新多个代币的观察标签并移除种子标签，属于常规审核调整。,agreement_candidate
840,2026-04-14 10:13:11,美国议员重新引入 PARITY 法案，修订加密税收待遇 美国众议员史蒂文·霍斯福德（Steven Horsford）和马克斯·米勒（Max Miller）于 3 月 26 日重新引入 PARITY 法案，旨在修订加密货币的税收待遇。据 NS3 报道，最新草案规定，受监管的支付稳定币销售在纳税人的基础低于赎回价值的 99% 时，不会确认收益或损失。草案还将洗售规则应用于数字资产交易，并区分被动质押与交易。,10,low,[],无明显风险,新闻仅报道议员重新引入一项税收修订法案，旨在明确加密货币税收待遇，未涉及任何负面执法、攻击、损失或市场冲击，整体为中性政策动向，风险较低。,0.95,美国议员重新引入PARITY法案修订加密税收待遇,agreement_candidate
841,2026-04-14 09:34:14,Intuition 创始人抛售 ETH，近乎清仓 据 Foresight News 报道，Intuition 创始人 billΞ.eth 于 1 小时前在短时高点 2372.24 美元抛售 3285 枚 ETH。自 3 月 8 日以来，他累计卖出 8771 枚 ETH，平均卖出价格为 2182 美元，现已近乎清仓。,48,medium,"[""大额转账 / 巨鲸行为风险""]",大额转账 / 巨鲸行为风险,新闻明确报道 Intuition 创始人大规模抛售 ETH 并近乎清仓，属于巨鲸大规模减持行为，可能对市场情绪和 ETH 价格造成短期抛压，因此评为中等风险。,0.93,Intuition 创始人短时间内大额抛售 ETH 且近乎清仓。,agreement_candidate
842,2026-04-14 09:24:02,Saylor 购入 10 亿美元 BTC，资金来源于出售 STRC 据 Arkham 监测，Saylor 以 71902 美元的价格买入 10 亿美元 BTC。据Odaily星球日报报道，Strategy 目前持有价值 578.3 亿美元的 BTC，平均买入价为 75577 美元。这些近期的购买资金完全来源于出售 STRC。,8,low,[],无明显风险,新闻仅描述MicroStrategy购入比特币及资金来源，属于正常的机构投资行为，未出现任何负面事件或风险信号，因此风险极低。,0.98,Saylor购入10亿美元BTC，资金来自出售STRC。,agreement_candidate
843,2026-04-14 08:55:11,Lighter 推出流动性合作伙伴计划，涵盖原油、贵金属和美股资产 Lighter 宣布将推出流动性合作伙伴计划，旨在为在其平台上提供 RWA 资产流动性的用户提供支持。据 NS3 报道，该计划涵盖的资产类别包括原油、贵金属和美国股票。,8,low,[],无明显风险,新闻仅报道Lighter推出流动性合作伙伴计划，属于正常业务进展，未涉及任何安全漏洞、资产损失、监管执法或市场异常信号，风险极低。,0.96,Lighter推出涵盖原油、贵金属和美股资产的流动性合作伙伴计划。,agreement_candidate
844,2026-04-14 08:54:06,NHN KCP与Ava Labs合作开发支付专用Layer 1网络 韩国支付服务提供商NHN KCP与Ava Labs签署谅解备忘录，将利用Ava Cloud开发专注于支付业务的Layer 1网络。据Odaily星球日报报道，该网络旨在实现亚秒级支付处理授权、交易数据链上加密以及为商户提供可定制的基础设施。双方还将探索代币化存款模型、多稳定币结算结构及跨境支付等数字商务领域业务。Ava Labs亚洲负责人Justin Kim表示，该Layer 1网络的启动日期将取决于韩国待定加密监管法案的通过情况。,5,low,[],无明显风险,新闻内容为NHN KCP与Ava Labs合作开发支付专用Layer 1网络，属于正常的业务合作与技术探索，未出现攻击、损失、监管执法或市场异常等风险事件，整体风险极低。,0.96,NHN KCP与Ava Labs合作开发支付Layer 1网络，探索数字商务。,agreement_candidate
845,2026-04-14 08:53:53,"地缘政治 | Totalis完成50万美元种子轮融资，Y Combinator参投 Totalis宣布完成50万美元种子轮融资，Y Combinator参投。据Odaily星球日报报道，Totalis是首家完全以USDC形式接收Y Combinator投资的企业，该笔资金通过Solana网络结算并由Ramp托管。Totalis定位为预测市场的核心衍生品层，允许用户跨类别、市场和场所构建多重彩组合，涵盖地缘政治、加密货币和体育资产，旨在提升交易和做市的资本效率。

另据Y Combinator首席执行官Garry Tan，YC未来将以稳定币进行投资支付，这场革命的新金融轨道将不会通过ACH或电汇进行。",8,low,[],无明显风险,新闻仅描述 Totalis 完成种子轮融资及 Y Combinator 以 USDC 稳定币投资的正常业务进展，未涉及任何攻击、损失、监管异常或市场冲击，整体风险极低。,0.95,Totalis完成50万美元种子轮融资，YC以USDC投资。,agreement_candidate
846,2026-04-14 08:34:44,巨鲸止损 BTC 空单，损失约 500 万美元 据 Foresight News 报道，巨鲸「先定 10 个大目标」已止损其 BTC 空单，损失约 500 万美元。该巨鲸在 73500 美元止损 2567.49 枚 BTC 空单。ETH 止损点位未知。,10,low,[],无明显风险,新闻仅报道某巨鲸因止损BTC空单而遭受约500万美元的个人损失，属于正常交易行为，未显示任何市场安全、合规或系统性风险。,0.95,巨鲸止损BTC空单亏损约500万美元,agreement_candidate
847,2026-04-14 06:34:27,Strategy优先股交易量创新高，反映比特币购买增加 Strategy的永久优先股STRC在4月13日的日交易量达到创纪录的11亿美元。据NS3报道，VanEck研究主管Matthew Sigel表示，这一激增反映了额外的比特币购买，并估计STRC资助的比特币购买金额在6亿至7亿美元之间。,8,low,[],无明显风险,新闻核心事件为Strategy优先股交易量激增反映其可能增加了比特币购买，属于正常的市场行为和公司动态，未出现任何损失、攻击、监管执法或流动性异常等负面信号，因此风险极低。,0.96,Strategy优先股交易量创新高，显示其可能增持比特币。,agreement_candidate
848,2026-04-14 06:17:04,"BTC 突破 74,000 USDT，24 小时涨幅4.86% 据币安行情数据显示，BTC 突破 74,000 USDT，现报价 74,280.976563 USDT，24 小时涨幅4.86%。",5,low,[],无明显风险,该新闻仅报道了比特币价格突破74000 USDT，24小时上涨4.86%，属于普通行情信息，未出现任何损失、攻击、监管或系统异常等负面事件，因此风险极低。,0.97,BTC价格突破74000 USDT，24小时涨4.86%。,agreement_candidate
849,2026-04-14 06:15:08,"ETH 突破 2,300 USDT，24 小时涨幅4.85% 据币安行情数据显示，ETH 突破 2,300 USDT，现报价 2,302.370117 USDT，24 小时涨幅4.85%。",5,low,[],无明显风险,新闻仅报道ETH价格上涨至2300 USDT以上，属于正常行情波动，未涉及攻击、监管、脱锚等负面事件，无明确风险信号。,0.95,ETH突破2300 USDT，24小时涨4.85%,agreement_candidate
850,2026-04-14 06:14:07,"比特币价格波动，清算强度或达数十亿美元 据 ChainCatcher 报道，据 Coinglass 数据显示，若 BTC 跌破 68,545 美元，主流 CEX 累计多单清算强度将达 18.66 亿美元。反之，若 BTC 突破 75,461 美元，主流 CEX 累计空单清算强度将达 9.54 亿美元。",0,low,[],无明显风险,新闻内容为对特定价格下可能触发的累计多单或空单清算强度的估算，并未确认任何实际爆仓或清算事件。该信息本身不构成负面风险信号，属于中性市场数据披露。因此不应标注任何风险类别，风险分数必须为0。LLMa和LLMb均错误地给予了非零分数，并/或标注了风险类别，事实上根据新闻证据，不存在明显风险。,0.95,若BTC跌破或突破关键位，主流CEX清算强度达数十亿美元。,human_adjudicated
851,2026-04-14 06:07:05,BNB 突破 610 USDT，24 小时涨幅2.79% 据币安行情数据显示，BNB 突破 610 USDT，现报价 610.330017 USDT，24 小时涨幅2.79%。,2,low,[],无明显风险,新闻仅报道BNB的正常价格上涨，无任何负面事件或异常信号，整体无明显风险。,0.95,BNB突破610 USDT，24小时涨2.79%。,agreement_candidate
852,2026-04-14 04:14:42,专家：Bitcoin 衍生品风险评分降至极低水平，或预示反弹 Jamie Coutts 表示，Real Vision 的 Bitcoin 衍生品风险评分降至 1，这被他视为极端悲观信号，历史上常常预示反弹。据 NS3 报道，Coutts 指出，永续期货市场的七日移动平均资金费率处于自 2020 年以来的最低 3% 水平。,8,low,[],无明显风险,新闻为专家对衍生品风险评分低位的历史规律分析，属于市场观点分享，未出现实际负面事件、损失或异常信号，整体无风险。,0.9,专家称比特币衍生品风险评分极低，或预示反弹,agreement_candidate
853,2026-04-14 04:14:38,USDT和USDC活跃地址创新低，市场横盘震荡 USDT和USDC在以太坊上的活跃地址数量降至2026年以来的最低水平。据NS3报道，Santiment表示，这种下降通常出现在价格在狭窄区间内波动的长期横盘市场中。,10,low,[],无明显风险,新闻仅反映稳定币链上活跃地址下降的市场数据，属于横盘市场中的正常现象，未出现攻击、脱锚、监管或流动性危机等负面事件，整体风险较低。,0.95,USDT和USDC活跃地址降至低位，市场横盘。,agreement_candidate
854,2026-04-14 04:14:28,Patrick Witt：CLARITY 加密市场结构法案的妥协仍在进行中 Patrick Witt 表示，CLARITY 加密市场结构法案的妥协努力仍在进行中。据 NS3 报道，Witt 强调，在解决其他问题之前，需要先解决稳定币的利息支付问题。,6,low,[],无明显风险,新闻仅描述关于加密市场结构法案的立法讨论和妥协进展，未涉及任何实际负面事件、攻击、执法或市场异常，无明显风险信号。,0.95,CLARITY加密法案妥协仍在进行，需先解决稳定币利息支付问题。,agreement_candidate
855,2026-04-14 03:54:17,贝莱德策略师恢复美股超配观点，中东冲突影响可控 据金十数据报道，贝莱德策略师恢复了对美国股票的超配观点，因其认为中东冲突对全球经济增长造成的冲击“可能得到控制”。此前，因中东冲突加剧，策略师团队曾下调风险、转为中性立场。贝莱德投资研究所负责人Jean Boivin领衔的团队在报告中表示，他们关注的“两项加大风险敞口的信号”已有进展，包括霍尔木兹海峡的航运恢复及战争对经济影响有限的迹象。近期停火“至关重要”，重回战争的门槛“较高”。贝莱德还强调即将到来的财报季，企业盈利预期上升，部分得益于人工智能主题。,8,low,[],无明显风险,新闻为贝莱德策略师对美股的宏观观点调整，认为中东冲突影响可控，未涉及加密货币市场具体风险事件，整体属于传统金融市场评论，对加密市场风险传导较弱。,0.95,贝莱德恢复美股超配观点，认为中东冲突冲击可控。,agreement_candidate
856,2026-04-14 03:32:07,"BTC 突破 73,000 USDT，24 小时涨幅2.62% 据币安行情数据显示，BTC 突破 73,000 USDT，现报价 73,017.703125 USDT，24 小时涨幅2.62%。",5,low,[],无明显风险,新闻仅反映BTC普通价格突破和日内涨幅，属于正常市场行情波动，未出现攻击、脱锚、监管或系统性异常等负面风险事件，整体风险极低。,0.98,"BTC突破73,000 USDT，24小时涨2.62%",agreement_candidate
857,2026-04-14 03:15:09,"比特币ETF流入停滞，难以形成持久上升趋势 Ecoinometrics表示，到2026年，比特币ETF流入量已停滞在550亿至600亿美元。据NS3报道，报告将需求疲软与美国国债收益率上升联系起来，而交易者在74,000至75,000美元附近的仓位继续限制反弹。",10,low,[],无明显风险,新闻仅描述比特币ETF资金流入停滞及需求疲软的市场分析，未发生实际资产损失、攻击或监管行动，整体风险较低。,0.93,比特币ETF流入停滞，需求疲软，反弹受限。,agreement_candidate
858,2026-04-14 02:43:07,Patrick Witt：数字资产市场清晰法案在参议院推进 Patrick Witt表示，谈判代表正在清除剩余障碍，以推动数字资产市场清晰法案在美国参议院的进展。据NS3报道，Witt指出，稳定币收益的妥协方案似乎保持完整，但该法案仍需参议院银行委员会的标记听证会，然后才能进行最终的参议院投票。,8,low,[],无明显风险,新闻仅报道数字资产市场清晰法案在参议院的推进进展，属于正常的立法程序更新，未出现任何负面事件、损失、攻击、执法或市场冲击信号，整体风险极低。,0.95,数字资产市场清晰法案在参议院清除障碍推进，尚待委员会标记听证。,agreement_candidate
859,2026-04-14 02:17:43,"Ethereum 新用户激增 82%，ETH 价格上涨 1.91% 据 NS3 报道，Artemis 数据显示，今年第一季度 Ethereum 新用户达到 28.4 万人，比上一季度增长 82%。CoinMarketCap 数据显示，ETH 交易价格为 2,236.82 美元，上涨 1.91%。",5,low,[],无明显风险,新闻仅报道以太坊新用户增长和价格小幅上涨，属于正常市场动态，未出现任何负面事件或风险信号，因此风险极低。,0.98,以太坊Q1新用户增82%，ETH微涨1.91%,agreement_candidate
860,2026-04-14 02:15:27,Jito Foundation与KODA签署合作备忘录，探索韩国合规托管与机构质押支持 Jito Foundation与韩国托管机构KODA签署合作备忘录，旨在探索JitoSOL在韩国的合规托管与机构质押支持。据NS3报道，该协议还涉及对机构投资者的宣传。韩国金融服务委员会预计将在今年晚些时候完成数字资产框架的制定。,5,low,[],无明显风险,新闻描述Jito Foundation与韩国托管机构KODA签署合作备忘录，旨在探索合规托管与机构质押支持，属于正常业务合作和生态发展，未出现任何负面事件或风险信号。,0.95,Jito Foundation与KODA合作探索韩国合规托管与机构质押,agreement_candidate
861,2026-04-14 02:09:54,"以太坊价格面临关键阻力和支撑位 以太坊目前在一个收紧的下降楔形内交易，价格约为2,182美元。据 NS3 报道，阻力位在2,300至2,436美元之间，支撑位在1,900至2,000美元之间。若突破阻力位，目标价将指向2,917美元，随后是3,397美元；若跌破支撑位，目标价将指向1,752美元。",2,low,[],无明显风险,新闻仅对以太坊价格进行技术分析，讨论关键阻力和支撑位，属于普通市场评论，未涉及攻击、监管、流动性异常等风险事件。,0.98,以太坊价格技术分析：关注2300阻力与1900支撑。,agreement_candidate
862,2026-04-14 02:09:50,XRP价格波动，交易量下降6.20% XRP周一交易价格约为1.30美元，文章预测如果跌破该水平，可能会向1.20美元区间移动。据NS3报道，Coingecko数据显示，XRP交易量下降了近6.20%。,10,low,[],无明显风险,新闻仅报道 XRP 价格在1.30美元附近波动且交易量小幅下降，属于正常市场行情变化，未出现攻击、监管、异常清算等负面风险事件。,0.95,XRP价格在1.30美元波动，交易量下降6.20%，预测可能跌向1.20美元。,agreement_candidate
863,2026-04-14 01:59:46,欧洲央行：代币化资产市场潜力与挑战并存 欧洲央行（ECB）发布了一份关于代币化资本市场的公告，指出截至2026年2月，代币化资产的全球市场价值预计达到450亿美元。据 NS3 报道，公告称代币化债券可以提高发行效率，但二级市场流动性不足仍限制其规模。欧洲央行还表示，根据MiCAR的代币化货币市场基金和欧元稳定币可能会创造新的流动性和传染渠道。,8,low,[],无明显风险,新闻仅涉及欧洲央行对代币化资产市场的研究性公告，指出市场潜力与挑战并存，未出现任何实际风险事件或负面冲击，整体为中性行业评论。,0.95,欧洲央行发布代币化资本市场公告，提及市场增长预测与流动性、传染风险等挑战。,agreement_candidate
864,2026-04-14 01:49:30,AI趋势 | Anthropic的Claude Mythos Preview完成复杂网络攻击模拟 英国的AI安全研究所表示，Anthropic的Claude Mythos Preview完成了一项32步的企业网络攻击模拟，成为首个无需人类协助完成该任务的AI模型。据NS3报道，该研究所还指出，Mythos Preview在专家级夺旗任务中达到了73%的成功率。Anthropic已限制该模型的访问，仅向安全研究公司开放，而非公开发布。,2,low,[],无明显风险,新闻描述AI模型完成网络攻击模拟，与加密货币市场无直接关联，未出现任何加密资产风险事件，整体无明显风险。,0.96,Anthropic的Claude Mythos Preview完成网络攻击模拟，限制访问。,agreement_candidate
865,2026-04-14 01:39:40,Nigel Farage 公开购买 200 万英镑 Bitcoin，成首位公开购币的英国议员 英国议员 Nigel Farage 通过 Stack BTC Plc 公开购买了价值 200 万英镑的 Bitcoin。据 NS3 报道，Stack BTC 表示，此次购买使 Farage 成为首位公开购买 Bitcoin 的现任英国议员。公司称，此次购买由总计超过 420 万英镑的资本募集资金支持。,5,low,[],无明显风险,新闻仅报道英国议员个人购买比特币，属于正常的市场参与行为，未涉及安全事件、监管执法或市场异常，无明显风险信号。,0.95,英国议员Nigel Farage公开购入价值200万英镑的比特币。,agreement_candidate
866,2026-04-14 01:11:15,Fellowship 超级政治行动委员会支持共和党候选人 Fellowship，一个与加密货币相关的超级政治行动委员会，声称获得了超过 1 亿美元的未公开支持者资金。据 NS3 报道，该委员会为佐治亚州共和党人 Clay Fuller 购买了 30 万美元的广告，并在五个州发布了对共和党候选人的支持声明。Tether 政府事务负责人 Jesse Spiro 将担任该组织的主席。目前，CLARITY 法案在参议院的进展仍不明朗。,10,low,[],无明显风险,新闻仅涉及一个加密政治行动委员会的政治游说和选举支持活动，属于正常的行业政治参与，未出现安全事件、监管执法、资产损失或市场异常等风险信号。,0.95,加密超级PAC Fellowship发布支持共和党候选人的广告，Tether高管担任主席，法案进展不明朗。,agreement_candidate
867,2026-04-14 01:05:40,"ETH 价格波动或引发清算潮 据 ChainCatcher 报道，据 Coinglass 数据显示，若 ETH 跌破 2,103 美元，主流 CEX 累计多单清算强度将达 8.93 亿美元。反之，若 ETH 突破 2,305 美元，主流 CEX 累计空单清算强度将达 6.37 亿美元。",0,low,[],无明显风险,新闻内容是典型的数据罗列与“如果…则…”的推演，未报道任何已发生的风险事件。根据裁决原则，只有当新闻明确包含负面事件或风险信号时才应标注风险，否则必须判定为“无明显风险”。因此，LLMa和LLMb均错误地将潜在可能性当作现实风险，其标注不合理。,0.95,ETH价格若触及关键位，CEX累计清算强度将达8.93亿或6.37亿美元。,human_adjudicated
868,2026-04-14 00:54:03,RAVE 爆仓金额达 624 万美元，空单占比高达 548 万美元 据Odaily星球日报报道，Coinglass 数据显示，过去 4 小时 RAVE 爆仓金额达 624 万美元。其中，空单爆仓金额为 548 万美元，多单爆仓金额为 76 万美元。,48,medium,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻显示RAVE合约市场短时间内爆仓624万美元，空单爆仓占主导，表明市场出现剧烈多空博弈及显著单边行情，可能引发后续价格波动和连锁清算风险，故评为中等风险。,0.93,RAVE合约市场4小时内爆仓624万美元，空单爆仓548万美元。,agreement_candidate
869,2026-04-14 00:38:10,美国银行家协会质疑白宫稳定币研究 美国银行家协会对白宫的一项稳定币研究提出质疑。据 NS3 报道，该研究估计，禁止收益将仅使银行贷款增加约21亿美元，即0.02%。经济顾问委员会还估计，消费者在禁令下将放弃约8亿美元的回报。ABA经济学家认为，规模达1万亿至2万亿美元的收益支付稳定币可能会从社区银行抽走存款，并提高当地的融资成本。,10,low,[],无明显风险,新闻仅涉及美国银行家协会对白宫稳定币研究的质疑，属于政策讨论和观点分歧，未出现稳定币脱锚、攻击、监管执法或市场异常等负面事件，因此风险较低。,0.93,美国银行家协会质疑白宫稳定币研究，认为稳定币可能影响银行存款。,agreement_candidate
870,2026-04-14 00:02:59,USDC 新铸 2.5 亿枚，原因未明 Whale Alert 报告称，USDC Treasury 新铸了 2.5 亿枚 USDC。据 NS3 报道，报告中未说明此次铸币的具体原因。,10,low,[],无明显风险,新闻仅报告USDC Treasury新铸2.5亿枚，未说明具体原因，但稳定币增发属于常规运营行为，未伴随脱锚、储备争议或其他异常信号，无明显风险。,0.9,USDC Treasury新铸2.5亿枚USDC，原因未明。,agreement_candidate
871,2026-04-13 23:53:39,Circle 在 Solana 网络增发 2.5 亿 USDC 据 BlockBeats 报道，4 月 13 日，Whale Alert 监测显示，Circle 于东八区时间今日 23:45 在 Solana 网络上增发 2.5 亿 USDC。,8,low,[],无明显风险,新闻仅描述Circle在Solana网络常规增发USDC，属于稳定币正常发行行为，未出现安全、合规或流动性异常信号，整体风险较低。,0.95,Circle在Solana网络增发2.5亿USDC,agreement_candidate
872,2026-04-13 23:34:00,River Financial ：2020 年以来至少有 50 个国家的 Bitcoin 可及性得到改善 River Financial 表示，自 2020 年以来，至少有 50 个国家的 Bitcoin 可及性得到改善。据 NS3 报道，从监管角度来看，仅有四个国家的情况恶化。River Financial 还指出，机构 Bitcoin 投资工具如 ETF 在 34 个国家可用。,5,low,[],无明显风险,新闻仅陈述比特币可及性在多国改善的正面行业动态，未涉及任何安全攻击、监管执法、市场异常或资产风险信号，整体风险极低。,0.96,River Financial报告称2020年以来50多国比特币可及性改善，仅4国监管恶化。,agreement_candidate
873,2026-04-13 23:33:44,Solana 联合创始人：稳定币冻结应仅限于美国法院命令 Solana 联合创始人Anatoly Yakovenko表示，美元挂钩的稳定币应仅在美国法院命令下才能冻结。据NS3报道，此言论是在批评Circle对USDC相关黑客攻击和盗窃事件处理不当且过于武断的背景下发表的。,8,low,[],无明显风险,新闻仅为Solana联合创始人关于稳定币冻结机制的个人观点和批评，未发生实际攻击、冻结、脱锚或监管执法等风险事件，对市场无直接负面冲击。,0.95,Solana联合创始人评论稳定币冻结应限于法院命令，并批评Circle处理不当。,agreement_candidate
874,2026-04-13 23:33:27,市场 | Bitcoin 投资者预期价格下跌，市场恐慌情绪升温 STS Digital CEO Maxime Seiler 表示，Bitcoin 投资者在周末价格下跌近 4% 后，正为进一步下跌做准备。据 NS3 报道，Seiler 指出，认沽期权的交易溢价显著高于认购期权，反映出市场的恐慌情绪。,0,low,[],无明显风险,新闻反映市场恐慌情绪但无实质性风险事件发生，不构成任何风险类别。LLMa标注类别为空但给出分数10，与其自身解释'风险较低'矛盾，不符合0-10分制且不应给分。LLMb标注'异常行情波动风险'并给分45，不符合0-10分制，且价格下跌4%属正常波动，不应视为风险事件。故推翻两者，判为无明显风险，0分。,0.95,比特币周末下跌4%，恐慌情绪升温，投资者预期价格继续下跌。,human_adjudicated
875,2026-04-13 23:19:19,加密市场清算额达 5024 万美元，Bitcoin 清算占 2275 万美元 据 NS3 报道，市场每小时清算总额达到 5024 万美元，其中 Bitcoin 清算额为 2275 万美元。短仓清算占 3416 万美元，而长仓清算总额为 1602 万美元。,12,low,[],无明显风险,新闻仅报告加密市场每小时清算总额及比特币清算数据，属于常规市场数据披露，未出现攻击、监管、系统异常或大幅市场冲击，整体风险较低。,0.93,加密市场每小时清算额达5024万美元，比特币清算2275万。,agreement_candidate
876,2026-04-13 23:05:34,分析：2026年油价冲击重塑市场，大宗商品引领回报 Binance Blog 发布最新文章，探究最新趋势。几十年来最大的能源冲击已经重新定价全球市场，尽管近期波动，油价自年初以来大幅上涨。2026年，大宗商品引领回报，与股票形成巨大差异，重塑投资组合动态。首次，crypto原生用户可以在Binance上直接访问这些宏观交易，无需传统基础设施障碍。霍尔木兹海峡的供应中断加剧了供给紧张，油价迅速重新定价，波动性飙升，大宗商品在全球回报中领先。结果是新的市场现实：资产类别正在分化，能源正在设定步伐。2026年定义的宏观事件始于能源。霍尔木兹海峡的中断在高峰时影响了全球约20%的石油供应，标志着国际能源署所描述的有史以来最大的供应冲击。市场立即做出反应，油价以现代罕见的速度重新定价。布伦特原油在一个月内飙升超过60%，标志着自2008年以来最动荡的时期，也是自1980年代以来最大的月度涨幅之一。即使在停火发展后的近期缓解之后，结构性图景仍然存在，表明这种重新定价绝非短暂的错位。布伦特原油年初至今上涨约44%，而WTI上涨超过70%。自2月底以来，布伦特原油超过了每一个主要资产类别，急剧加速，而股票、黄金和货币指数相对稳定。Bitcoin也参与了这一走势，但强度较小。布伦特原油的回报接近45%，远超BTC，并显著超过传统基准。黄金，通常被视为防御性资产，在同一时期保持平稳至略微负面。这是当前环境的定义特征——市场正在分离。在3月，油价的日常波动达到了十多年来未见的水平。布伦特-WTI差距扩大到超过12美元，约为其历史平均水平的3倍，因为中断在地区间创造了现实世界的价格分裂。同时，期货曲线翻转为深度现货溢价（近期价格远高于后期价格）——这是供应紧张的经典标志，结合了对持续时间的不确定性。长期储备图景也在变化：美元在全球外汇储备中的份额从2000年的约71%下降到2025年底的59%，而黄金的份额约为30%，是自1991年以来的最高水平。,2,low,[],无明显风险,新闻为市场分析文章，讨论油价冲击对全球市场的影响及加密原生用户可通过Binance交易宏观资产，未出现任何负面风险事件或威胁加密货币市场的信号，整体风险极低。,0.96,市场分析文章探讨油价上涨重塑投资组合，加密用户可在Binance交易宏观资产,agreement_candidate
877,2026-04-13 23:00:12,"Machi Big Brother 调整加密货币持仓 Hyperbot 数据显示，Machi Big Brother 已平仓其 Bitcoin 多头头寸。据 NS3 报道，他仍持有价值约 3,160 万美元的 25 倍杠杆 Ethereum 多头头寸。剩余头寸总计 14,250 ETH，且仍在减少中。",0,low,[],无明显风险,LLMa虽然认为风险较低，但其风险分数(15)不符合0-10分制，且风险类型为空不合理，应从风险类型角度予以驳回。LLMb将巨鲸仓位调整标注为风险，但新闻中无任何异常性或潜在负面影响的证据，属于过度标注。因此裁决为无明显风险，分数0。,0.95,巨鲸Machi平仓BTC多头，减少25倍杠杆ETH多头持仓。,human_adjudicated
878,2026-04-13 22:58:32,"Bitcoin 反弹至 7.21 万美元，纳斯达克逆转上涨 0.3% Bitcoin 在美国周一交易中反弹至 72,100 美元，此前周日曾跌至 70,500 美元。据 NS3 报道，伊朗考虑放弃其浓缩铀，以作为结束战争的让步。美国承诺的霍尔木兹海峡封锁显然在东八区时间晚上 10 点生效。纳斯达克在早期下跌后逆转上涨 0.3%。",6,low,[],无明显风险,新闻主要报道比特币价格反弹和纳斯达克指数逆转上涨，地缘政治消息仅为背景提及，未出现负面风险事件或明显威胁，整体为普通市场动态。,0.93,比特币反弹至7.21万美元，纳斯达克逆转上涨0.3%,agreement_candidate
879,2026-04-13 22:53:55,市场波动！全网爆仓5024万美元 据Odaily星球日报报道，Coinglass数据显示，过去1小时全网爆仓5024万美元。其中空单爆仓3416万美元，多单爆仓1602万美元。此外，BTC爆仓达2275万美元，ETH爆仓金额793万美元。,50,medium,"[""爆仓 / 清算风险"", ""异常行情波动风险""]",爆仓 / 清算风险,新闻显示过去1小时全网爆仓5024万美元，其中空单爆仓占多数，BTC和ETH爆仓金额较大，表明市场经历短期剧烈波动并触发大规模清算，可能加剧价格波动和连环爆仓风险，但总金额未达极端水平，评为中等风险。,0.92,市场波动导致全网1小时爆仓5024万美元，BTC爆仓2275万美元。,agreement_candidate
880,2026-04-13 22:45:08,"BTC 突破 72,000 USDT，24 小时涨幅1.65% 据币安行情数据显示，BTC 突破 72,000 USDT，现报价 72,007.1875 USDT，24 小时涨幅1.65%。",5,low,[],无明显风险,"新闻仅报告BTC价格突破72,000 USDT及24小时涨幅，属于普通行情播报，未涉及攻击、监管、异常波动或安全事件，无明显风险信号。",0.97,BTC突破72000美元，24小时涨1.65%。,agreement_candidate
881,2026-04-13 22:23:48,"AI趋势 | Deluthium Protocol 推出链上暗池执行层 Foresight News 消息，AI 原生金融科技基础设施 Deluthium Protocol 宣布正式推出面向机构与专业用户的链上暗池执行层 Deluthium Dark。据 Foresight News 报道，在该执行环境中，交易意图不进入公开内存池，在受保护的环境内完成匹配与结算，从根本上消除抢跑与夹击攻击的风险。底层执行引擎由自优化的强化学习系统驱动，可根据实时市场状态对大额订单进行智能拆分，并通过每笔交易的闭环反馈持续优化执行质量。

Deluthium Dark 提供五大产品能力：订单保密、智能算法执行、机构做市商确定性报价、公平准入机制、以及可审计的原子结算。Deluthium 定位为 AI 原生金融科技基础设施公司，致力于通过强化学习智能执行系统在数字金融领域为人工智能提供底层基础设施。",8,low,[],无明显风险,新闻仅描述 Deluthium Protocol 推出链上暗池执行层，属于正常产品发布和技术创新介绍，无任何攻击、损失、监管执法或市场异常，因此风险较低。,0.95,Deluthium Protocol 推出链上暗池执行层，旨在消除抢跑攻击。,agreement_candidate
