新闻id,时间,内容,score_a,score_b,score_diff,label_a,label_b,label_match,label_distance,primary_a,primary_b,primary_match,types_a,types_b,types_exact_match,types_jaccard,one_no_risk_one_risk,types_disjoint,consistency_level,suggested_action,a_risk_score,a_risk_label,a_raw_risk_label,a_risk_types,a_primary_risk_type,a_reason,a_confidence,a_summary,b_risk_score,b_risk_label,b_raw_risk_label,b_risk_types,b_primary_risk_type,b_reason,b_confidence,b_summary
400,2026-04-17 00:55:01,Charles Hoskinson：BIP-361 提案或冻结 170 万枚 BTC Charles Hoskinson 表示，若实施提议的 Bitcoin Improvement Proposal BIP-361，可能会永久冻结约 170 万枚 BTC。据 NS3 报道，Hoskinson 认为该提案被错误地归类为软分叉，并指出早期挖掘的币无法迁移。,20,50,30,low,medium,False,1,无明显风险,基础设施 / 协议层异常风险,False,[],"[""基础设施 / 协议层异常风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,20,low,low,[],无明显风险,新闻为Charles Hoskinson对BIP-361提案的个人观点，指出可能冻结早期比特币，但提案尚未实施，无实际损失或异常，仅存在理论风险。,0.85,Hoskinson称BIP-361提案或冻结170万枚BTC,50,medium,medium,"[""基础设施 / 协议层异常风险""]",基础设施 / 协议层异常风险,Charles Hoskinson 警告 BIP-361 提案可能永久冻结约 170 万枚 BTC，属于协议改动带来的潜在资产安全风险，影响范围巨大，但目前仅为个人观点且提案尚未实施，风险不确定性较高，因此评为中等风险。,0.7,Charles Hoskinson 称 BIP-361 提案或冻结 170 万枚 BTC，认为提案被误归类为软分叉。
405,2026-04-17 00:13:35,ORDI全网爆仓金额达3029万美元 据Coinglass数据显示，ORDI在近24小时内全网爆仓金额约为3029万美元，位列全网第三。据Odaily星球日报报道，其中多单爆仓约1395万美元，空单爆仓约1633万美元。,65,75,10,medium,high,False,1,爆仓 / 清算风险,爆仓 / 清算风险,True,"[""爆仓 / 清算风险""]","[""爆仓 / 清算风险"", ""异常行情波动风险""]",False,0.5,False,False,C_severe_conflict,human_review_priority,65,medium,medium,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻称ORDI在24小时内全网爆仓金额达3029万美元，多空双爆，反映市场剧烈波动导致的大规模杠杆清算，对持有杠杆仓位的投资者造成直接损失，风险较明确。,0.92,ORDI全网爆仓3029万美元，位列第三，多空双爆。,75,high,high,"[""爆仓 / 清算风险"", ""异常行情波动风险""]",爆仓 / 清算风险,新闻报告ORDI在24小时内全网爆仓金额高达3029万美元，多空双爆，表明市场出现了剧烈的价格波动和连锁清算，可能引发市场恐慌和流动性冲击，对投资者资产构成重大风险。,0.95,ORDI全网24小时爆仓3029万美元，多空双爆
423,2026-04-16 22:24:03,"巴拉圭警方逮捕涉嫌加密货币洗钱团伙 巴拉圭警察逮捕 10 名年龄在 18 至 20 岁之间的嫌疑人，其涉嫌从数百个银行账户和电子钱包中窃取 120 万美元。据Odaily星球日报报道，警方没收了价值 40 万美元的加密货币，该团伙涉嫌利用这些资产洗钱。

该团伙通过招募 400 名钱骡提供个人信息和银行账户，在清空受害者账户后将资金兑换为加密货币。嫌疑人曾以市场价两倍或三倍的价格购买加密货币以加快交易速度，此举引发投资者怀疑并向警方举报。调查显示该团伙头目为一名 18 岁男性，目前法院已签发多项逮捕令。",30,10,20,low,low,True,0,监管与法律风险,无明显风险,False,"[""监管与法律风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,30,low,low,"[""监管与法律风险""]",监管与法律风险,新闻描述巴拉圭警方破获一起加密货币洗钱案，虽涉及非法使用加密货币，但案件已被控制，未对整体市场、主流交易所或协议造成直接冲击，风险较低。,0.95,巴拉圭警方逮捕涉嫌洗钱团伙，涉案120万美元，没收40万美元加密资产。,10,low,low,[],无明显风险,新闻描述巴拉圭警方逮捕涉嫌利用加密货币洗钱的犯罪团伙，属于执法部门打击犯罪的常规行动，未涉及市场、交易所、协议或资产安全等直接风险，对加密货币市场的冲击极小。,0.95,巴拉圭警方逮捕涉嫌洗钱的10人团伙，没收40万美元加密货币。
441,2026-04-16 21:04:31,Drift Protocol 获得 Tether 1.275 亿美元资金支持 据官方博客披露，Drift Protocol 已获得 Tether 提供的最高 1.275 亿美元资金支持。据 PANews 报道，该资金将用于受影响用户的资金恢复与赔付。,15,40,25,low,medium,False,1,无明显风险,偿付能力 / 储备 / 流动性风险,False,[],"[""偿付能力 / 储备 / 流动性风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,15,low,low,[],无明显风险,新闻称 Drift Protocol 获得 Tether 1.275 亿美元资金支持，用于受影响用户的资金恢复与赔付，属于风险处置和补偿措施，对市场影响积极，无明显新增风险信号。,0.95,Drift Protocol 获 Tether 资金支持用于用户赔付。,40,medium,medium,"[""偿付能力 / 储备 / 流动性风险""]",偿付能力 / 储备 / 流动性风险,新闻称该资金将用于受影响用户的资金恢复与赔付，表明此前发生用户资金损失事件，协议偿付能力存在风险，但获得资金支持有助于化解风险。,0.75,Drift Protocol 获 Tether 1.275 亿美元资金用于用户赔付。
448,2026-04-16 20:37:36,DeFi 面临压力，收益下降与安全问题引发关注 DeFi 市场近期面临压力，一些热门借贷产品的收益率接近政府债券水平。据 NS3 报道，近期发生的 2.85 亿美元黑客事件再次引发了对安全性的担忧。多个区块链网络的活动也有所放缓。,30,45,15,low,medium,False,1,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险""]","[""链上漏洞 / 攻击风险""]",False,0.5,False,False,C_severe_conflict,human_review_priority,30,low,low,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险""]",链上漏洞 / 攻击风险,新闻指出DeFi市场面临压力，收益率下降接近政府债券水平，近期2.85亿美元黑客事件再次引发安全担忧，多个区块链网络活动放缓，表明行业存在安全风险和流动性压力，但未出现明确危机，因此评为轻微风险。,0.75,DeFi收益下降，黑客事件引发安全担忧，链上活动放缓。,45,medium,medium,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻提及近期2.85亿美元的黑客事件，再次引发对DeFi安全性的担忧，同时收益率下降和网络活动放缓表明市场承压，可能影响投资者信心和协议安全，但尚未出现紧急危机。,0.85,DeFi收益下降，2.85亿美元黑客事件再引安全担忧，网络活动放缓。
477,2026-04-16 16:00:26,币安将停止支持BNB Smart Chain上的Highstreet（HIGH）和Resolv（RESOLV）充值提现 据币安官方公告，币安将于2026年04月23日16:00（东八区时间）停止支持通过BNB Smart Chain的Highstreet（HIGH）和Resolv（RESOLV）代币的充值和提现业务。2026年04月23日16:00（东八区时间）后，通过这些网络的指定代币充值将不会记入账户，可能会导致资产损失。用户仍然可以通过币安支持的其他网络充值或提现上述代币。,25,5,20,low,low,True,0,交易所与系统运维风险,无明显风险,False,"[""交易所与系统运维风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,25,low,low,"[""交易所与系统运维风险""]",交易所与系统运维风险,币安宣布停止支持BNB Smart Chain的HIGH和RESOLV充提，属于常规业务调整，虽提醒可能造成资产损失，但提前公告且用户仍可通过其他网络充提，整体对市场冲击极小，风险较低。,0.95,币安将于2026年4月23日停止支持BSC网络HIGH和RESOLV充提，用户需改用其他网络。,5,low,low,[],无明显风险,新闻为币安官方公告，称将于2026年4月23日停止支持通过BNB Smart Chain充值提现HIGH和RESOLV代币，但用户仍可通过其他网络操作，属于正常的业务调整，未出现资产损失、攻击或监管等实际风险。,0.95,币安将停止支持BNB Smart Chain上HIGH和RESOLV的充提，用户仍可选用其他网络。
482,2026-04-16 15:08:56,加密货币大户在关键平衡区附近准备出售 据CoinDesk报道，宏观驱动的ETF资金流入推动了价格上涨，但CryptoQuant数据显示，大型持有者正在关键平衡区附近准备出售。,50,15,35,medium,low,False,1,大额转账 / 巨鲸行为风险,无明显风险,False,"[""大额转账 / 巨鲸行为风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,50,medium,medium,"[""大额转账 / 巨鲸行为风险""]",大额转账 / 巨鲸行为风险,CryptoQuant数据显示大型持有者在关键平衡区附近准备出售，可能引发抛压和短期行情波动，但尚未确认实际执行，风险中等。,0.75,大型持有者在关键平衡区附近准备出售，或引发市场抛压。,15,low,low,[],无明显风险,新闻仅反映链上数据分析表明大型持有者存在出售意愿，但尚未发生实际抛售，对市场暂无直接冲击，整体风险较低。,0.7,CryptoQuant数据显示大型持有者准备在关键平衡区附近出售。
483,2026-04-16 15:04:01,全球网络犯罪损失额创新高，投资诈骗和加密货币犯罪猖獗 全球网络犯罪损失额突破 208 亿美元历史新高。据 PANews 报道，其中投资诈骗和加密货币相关犯罪最为猖獗。,10,25,15,low,low,True,0,无明显风险,诈骗 / 跑路 / Rug Pull 风险,False,[],"[""诈骗 / 跑路 / Rug Pull 风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,10,low,low,[],无明显风险,新闻仅引用全球网络犯罪统计报告，指出投资诈骗和加密货币相关犯罪猖獗，属于宏观现象描述，未涉及具体项目、交易所或资产损失，不构成直接市场风险。,0.85,全球网络犯罪损失创新高，投资诈骗及加密货币犯罪猖獗。,25,low,low,"[""诈骗 / 跑路 / Rug Pull 风险""]",诈骗 / 跑路 / Rug Pull 风险,新闻引用宏观统计数据指出加密货币犯罪和投资诈骗猖獗，但未涉及具体攻击或损失事件，仅为整体行业风险提示，因此风险较低。,0.92,全球网络犯罪损失突破208亿美元，加密货币相关犯罪猖獗。
510,2026-04-16 12:03:45,Cow DAO恢复cow.fi域名控制权，逐步过渡回原域名 Cow DAO在X平台发文表示，攻击者曾于4月14日通过伪造文件欺骗DNS注册商，获得cow.fi域名控制权。据Odaily星球日报报道，攻击者部署高度仿真的钓鱼网站，分两阶段实施：先通过钱包窃取器诱导用户签名恶意交易，后通过假钱包弹窗窃取助记词和密码。目前已收回cow.fi域名控制权，并已在cow.finance正常运行一段时间，正逐步过渡回原域名。,25,65,40,low,medium,False,1,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险""]","[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",False,0.5,False,False,C_severe_conflict,human_review_priority,25,low,low,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻描述 Cow DAO 域名曾遭攻击者通过 DNS 劫持部署钓鱼网站窃取用户信息，但已成功收回域名控制权并恢复正常运营，攻击影响已被遏制，当前对项目和用户的直接风险较低，但事件仍提醒安全风险。,0.95,Cow DAO 收回被劫持域名 cow.fi，此前攻击者用于钓鱼窃取用户助记词和密码。,65,medium,medium,"[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",链上漏洞 / 攻击风险,Cow DAO域名cow.fi曾遭攻击者劫持，部署高度仿真钓鱼网站窃取用户钱包信息和助记词，已造成实际资产损失风险。虽然项目方已恢复域名控制权，但攻击事件已发生且影响用户安全，风险较高。,0.92,Cow DAO域名被劫持后部署钓鱼网站窃取用户资产，现已恢复控制权。
515,2026-04-16 11:35:58,Bio Protocol 代币暴涨 102.65%，引发市场关注 Bio Protocol 的 BIO 代币在短时间内上涨 102.65%，达到 0.03995 美元。据 NS3 报道，CoinMarketCap 数据显示，此次上涨使 BIO 代币涨幅超过 100%。,10,20,10,low,low,True,0,无明显风险,异常行情波动风险,False,[],"[""异常行情波动风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,10,low,low,[],无明显风险,新闻仅报道BIO代币价格短时间内上涨超过100%，未涉及攻击、诈骗、监管或系统故障等负面风险事件，整体风险较低。,0.95,Bio Protocol代币暴涨102.65%，价格达0.03995美元。,20,low,low,"[""异常行情波动风险""]",异常行情波动风险,BIO代币在短时间内上涨102.65%，虽为正面价格波动，但异常波动可能伴随投机风险和后续回调，暂无明显负面事件，风险较低。,0.9,BIO代币短时间内暴涨超102%至0.03995美元
535,2026-04-16 08:45:01,"ETH价格波动或引发多空单清算 据 ChainCatcher 报道，Coinglass 数据显示，若 ETH 跌破 2,240 美元，主流 CEX 累计多单清算强度将达 11.71 亿美元。反之，若 ETH 突破 2,474 美元，主流 CEX 累计空单清算强度将达 6.02 亿美元。",30,45,15,low,medium,False,1,爆仓 / 清算风险,爆仓 / 清算风险,True,"[""爆仓 / 清算风险""]","[""爆仓 / 清算风险"", ""异常行情波动风险""]",False,0.5,False,False,C_severe_conflict,human_review_priority,30,low,low,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻基于Coinglass数据预测ETH价格在特定阈值可能引发大规模合约清算，潜在清算金额较大，构成需要关注的市场信号，但事件尚未实际发生，因此评为轻微风险。,0.9,Coinglass数据显示ETH价格若突破关键位可能引发大规模合约清算。,45,medium,medium,"[""爆仓 / 清算风险"", ""异常行情波动风险""]",爆仓 / 清算风险,新闻援引数据指出ETH在特定价格附近的累计多空单清算强度较高，若价格突破可能引发大规模清算和连锁市场波动，属于潜在风险预警，但未发生实际损失，风险程度中等。,0.92,数据显示ETH若跌破2240或突破2474美元，将触发超11亿或6亿美元清算。
556,2026-04-16 03:10:05,地缘政治 | 英美推进稳定币规则，国际标准进展缓慢 英国央行行长安德鲁·贝利（Andrew Bailey）表示，过去一年国际稳定币标准的进展有所放缓。据 NS3 报道，贝利指出，需要制定统一的跨境规则，以支持“保证价值”，即确保稳定币可以按面值兑换。贝利发表上述言论之际，英国和美国正在推进国内稳定币规则。,15,10,5,low,low,True,0,监管与法律风险,无明显风险,False,"[""监管与法律风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,15,low,low,"[""监管与法律风险""]",监管与法律风险,新闻提到国际稳定币标准进展放缓，央行行长呼吁统一规则，可能带来监管不确定性，但未发生负面事件，整体风险较低。,0.95,英国央行行长称国际稳定币标准进展放缓，英美正推进国内规则。,10,low,low,[],无明显风险,新闻仅讨论英美推进稳定币国内规则与国际标准进展放缓的监管现状，未涉及资产损失、攻击、脱锚或执法行动等实质性风险事件，整体风险较低。,0.95,英美推进稳定币国内规则，国际标准进展缓慢
568,2026-04-16 00:07:54,Shiba Inu 下跌 52%，未来或跌至 $0.0000009 Shiba Inu 周三交易价格约为 $0.0000058，过去 12 个月下跌 52%。据 NS3 报道，该 Meme 币在 2025 至 2026 年间仅出现短暂反弹，若跌势持续，SHIB 可能跌至 $0.0000009。,45,25,20,medium,low,False,1,异常行情波动风险,无明显风险,False,"[""异常行情波动风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,45,medium,medium,"[""异常行情波动风险""]",异常行情波动风险,SHIB 在过去 12 个月内已下跌 52%，跌幅显著，且新闻引述预测其可能进一步跌至 $0.0000009，存在持续看跌风险和价格异常波动，对持有者构成中等风险。,0.85,SHIB 12个月下跌52%，预测或跌至$0.0000009,25,low,low,[],无明显风险,新闻仅描述了Shiba Inu的历史价格下跌和未来可能进一步下跌的分析预测，属于一般市场评论，未涉及攻击、监管、安全漏洞或异常事件，整体风险较低。,0.92,Shiba Inu过去12个月跌52%，分析预测或跌至$0.0000009。
620,2026-04-15 20:01:37,专家：Bitcoin 尚未触底，可能面临重大抛售 Ivan Liljeqvist 表示，Bitcoin 尚未达到周期底部，并认为 6 万美元不是低点。据 NS3 报道，他警告称，可能仍会出现重大抛售，并指出与 Strategy 的 STRC 分红周期相关的买入压力可能会在 5 月中旬前减弱。,25,15,10,low,low,True,0,无明显风险,异常行情波动风险,False,[],"[""异常行情波动风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,25,low,low,[],无明显风险,新闻内容仅为专家对市场的预测性观点，认为比特币尚未触底且可能面临重大抛售，但未发生实际风险事件，属于普通市场评论，整体风险较低。,0.9,专家预测比特币尚未触底，可能面临重大抛售。,15,low,low,"[""异常行情波动风险""]",异常行情波动风险,新闻仅为分析师个人观点，预测比特币可能尚未触底且面临重大抛售，但并未发生实际价格异常或确认事件，风险较低,0.85,分析师认为比特币尚未触底，预测可能出现重大抛售
631,2026-04-15 19:12:10,摩根大通警告稳定币可能成为监管套利工具 摩根大通首席财务官Jeremy Barnum在周二的银行财报电话会议上表示，稳定币可能成为监管套利的工具。据CoinDesk报道，除非稳定币受到与传统银行存款同样严格的监管和消费者保护标准，否则这一风险可能加剧。,5,15,10,low,low,True,0,无明显风险,监管与法律风险,False,[],"[""监管与法律风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,5,low,low,[],无明显风险,新闻仅包含摩根大通高管对稳定币监管套利风险的观点警告，未发生实际攻击、纠纷、脱锚或执法等负面事件，因此风险较低。,0.95,摩根大通警告稳定币监管不足可能成为套利工具,15,low,low,"[""监管与法律风险""]",监管与法律风险,摩根大通高管表达稳定币可能成为监管套利工具的观点，属于行业警告和监管讨论，未涉及具体执法、禁令或已发生风险事件，对市场直接影响有限，因此评为低风险。,0.9,摩根大通警告稳定币或成监管套利工具，呼吁同等监管标准。
641,2026-04-15 19:04:14,不丹皇家政府出售 250 枚 BTC 不丹皇家政府转移 250 枚 BTC 进行出售。据 Foresight News 报道，价值约 1846 万美元的 Bitcoin 被出售。,20,5,15,low,low,True,0,大额转账 / 巨鲸行为风险,无明显风险,False,"[""大额转账 / 巨鲸行为风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,20,low,low,"[""大额转账 / 巨鲸行为风险""]",大额转账 / 巨鲸行为风险,不丹政府出售250枚BTC，属于大额资产处置，可能带来轻微市场抛压，但数量相对较小，影响有限，风险较低。,0.9,不丹政府出售250枚BTC，价值约1846万美元。,5,low,low,[],无明显风险,新闻仅报道不丹政府出售250枚BTC，属于政府资产正常处置，数量不大且未引发市场异常，无明显风险信号。,0.95,不丹政府出售250枚BTC，价值约1846万美元。
642,2026-04-15 18:53:39,去中心化云基础设施提供商 Aethir 完成安全漏洞评估，补偿计划上线 据 Foresight News 报道，去中心化云基础设施提供商 Aethir 发推表示，已完成上周安全漏洞事件的评估。ATH 补偿计划现已上线，用户可通过其 Discord 查看完整说明和申领流程。Uniswap 流动性池已完全恢复，平台现已全面恢复运营。,30,10,20,low,low,True,0,链上漏洞 / 攻击风险,无明显风险,False,"[""链上漏洞 / 攻击风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,30,low,low,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻称Aethir已完成对上周安全漏洞事件的评估并启动补偿计划，Uniswap流动性池及平台全面恢复运营，漏洞虽已处理但事件本身存在轻微声誉和用户信心影响。,0.9,Aethir完成安全漏洞评估并推出补偿计划，平台已全面恢复运营。,10,low,low,[],无明显风险,新闻称Aethir已完成安全漏洞评估，补偿计划上线，Uniswap流动性池和平台已完全恢复运营，表明此前漏洞风险已得到控制，当前无明显风险。,0.98,Aethir完成安全漏洞评估并上线补偿计划，平台恢复运营。
643,2026-04-15 18:38:20,AI趋势 | SpaceX、OpenAI和Anthropic或引发IPO资本需求，影响Bitcoin流动性 BloFin Research预测SpaceX、OpenAI和Anthropic今年可能需要1040亿至1970亿美元的IPO资本。据NS3报道，这可能在短期内对Bitcoin及其他风险资产造成流动性压力。报告指出，Bitcoin可能在发行高峰期保持区间波动，之后若锁定期后流动性回流至投机资产，Bitcoin或将受益。,25,25,0,low,low,True,0,无明显风险,宏观 / 政策冲击风险,False,[],"[""宏观 / 政策冲击风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,25,low,low,[],无明显风险,新闻仅引用研究预测，称部分大型科技公司IPO可能短期分流市场流动性，影响比特币，但未发生实际负面事件、损失或监管行动，整体风险较低。,0.95,研报预测科技公司IPO融资或短期分流流动性，影响比特币。,25,low,low,"[""宏观 / 政策冲击风险""]",宏观 / 政策冲击风险,新闻为BloFin Research预测，指出SpaceX等公司IPO可能吸取大量资本，短期内对Bitcoin流动性构成压力，但属于分析师观点且提到锁定期后流动性可能回流，尚无实际影响发生，整体风险较低。,0.7,研究预测SpaceX等IPO或吸走流动性，短期影响Bitcoin。
660,2026-04-15 17:33:36,"HYPE 最大多头疑似内幕交易，浮盈收窄至 676 万美元 4 月 15 日，据 BlockBeats链上侦探报道，Hyperinsight 监测显示，链上 HYPE 最大多头昨夜在浮盈扩大至 800 万美元后，大幅提取保证金，规模达 800 万美元。

目前该地址持 5 倍杠杆 HYPE 多单，规模 6160 万美元，均价 38.67，浮盈收窄至 676 万美元。自 HYPE 于 1 月触底 20.4 美元反弹以来，该地址在每轮上涨后均伴随大额提现，累计提现已逾千万美元。",45,30,15,medium,low,False,1,大额转账 / 巨鲸行为风险,监管与法律风险,False,"[""大额转账 / 巨鲸行为风险"", ""项目治理 / 团队异常风险""]","[""监管与法律风险""]",False,0.0,False,True,C_severe_conflict,human_review_priority,45,medium,medium,"[""大额转账 / 巨鲸行为风险"", ""项目治理 / 团队异常风险""]",大额转账 / 巨鲸行为风险,新闻称链上监测发现HYPE最大多头地址在浮盈扩大后提取大额保证金，并被指疑似内幕交易，可能引发市场操纵担忧和短期抛压，但尚未被证实，因此评为中等风险。,0.7,HYPE最大多头地址被指疑似内幕交易，浮盈收窄且大额提取保证金。,30,low,low,"[""监管与法律风险""]",监管与法律风险,新闻称链上监测显示HYPE最大多头疑似内幕交易并提取保证金，但消息未经官方确认，目前未造成实际损失或市场冲击，风险较低。,0.65,HYPE最大多头地址浮盈后提取保证金，被质疑内幕交易。
674,2026-04-15 16:23:49,Bridged Polkadot 攻击者转移资金至 Tornado Cash 据Odaily星球日报报道，Arkham 在 X 平台发文称，Bridged Polkadot 攻击者已将所有资金转移至 Tornado Cash，涉及金额 26.9 万美元。,30,60,30,low,medium,False,1,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险""]","[""链上漏洞 / 攻击风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,30,low,low,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,攻击者将盗取的26.9万美元资金转移至混币器Tornado Cash，可能增加追踪难度，但金额较小，整体风险有限。,0.9,Bridged Polkadot攻击者转移26.9万美元赃款至Tornado Cash。,60,medium,medium,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻确认 Bridged Polkadot 遭受攻击，攻击者已将 26.9 万美元转移至混币器 Tornado Cash，表明资产已损失且攻击成功实施，存在链上安全风险。,0.95,Bridged Polkadot 攻击者将 26.9 万美元转入 Tornado Cash。
687,2026-04-15 14:44:43,"Zerion 遭遇 AI 社会工程攻击，内部热钱包被盗 10 万美元 Foresight News 消息，Web3 钱包应用 Zerion 披露上周一名团队成员遭遇与朝鲜威胁行为者相关的 AI 社会工程攻击，导致公司内部热钱包约 10 万美元资金被盗。据 Foresight News 报道，用户资金及应用基础设施均未受影响。

事件发生后，Zerion 已主动下线 Web 应用并预计在 48 小时内恢复，同时轮换所有泄露凭证、锁定部署基础设施，并联合 Blockaid、ZeroShadow、ChainPatrol 等安全合作伙伴追踪攻击者钱包，被盗资金地址已向相关执法部门举报。",25,50,25,low,medium,False,1,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险""]","[""链上漏洞 / 攻击风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,25,low,low,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,Zerion内部热钱包因AI社会工程攻击被盗10万美元，但用户资金和基础设施未受影响，且已采取安全措施，整体风险局限于公司内部，对市场影响极小。,0.95,Zerion内部热钱包遭社会工程攻击被盗10万美元，用户未受影响。,50,medium,medium,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,Zerion内部热钱包因AI社会工程攻击被盗10万美元，属已确认的安全事件，但用户资产未受影响，项目方已快速响应并修复，风险可控，评为中等风险。,0.9,Zerion遭AI社会工程攻击，内部热钱包损失10万美元，用户资产安全。
710,2026-04-15 09:05:57,CoW Swap 恢复官网前端，技术负责人建议使用指定合约地址 CoW Swap 在此前披露的前端错误后，已恢复其官网前端。据 NS3 报道，技术负责人 Felix Leupold 建议用户仅使用现有的 GPv2VaultRelayer 合约地址进行批准签名。,15,35,20,low,low,True,0,无明显风险,链上漏洞 / 攻击风险,False,[],"[""链上漏洞 / 攻击风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,15,low,low,[],无明显风险,新闻称CoW Swap修复了此前的前端错误，技术负责人建议用户使用指定合约地址，未提及资产损失或攻击，整体风险较低。,0.95,CoW Swap恢复官网前端并给出安全建议。,35,low,low,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻提到 CoW Swap 此前存在前端错误，可能影响用户授权安全，现已恢复前端并要求用户使用指定合约地址，风险已受控但仍有残留风险，因此评为低风险。,0.9,CoW Swap 恢复官网前端，技术负责人建议使用指定合约地址。
718,2026-04-15 06:34:12,"比特币价格波动或引发大规模清算 据 ChainCatcher 报道，Coinglass 数据显示，若 BTC 跌破 70,807 美元，主流 CEX 累计多单清算强度将达 27.17 亿美元。反之，若 BTC 突破 78,178 美元，主流 CEX 累计空单清算强度将达 16.15 亿美元。",45,25,20,medium,low,False,1,爆仓 / 清算风险,爆仓 / 清算风险,True,"[""爆仓 / 清算风险""]","[""爆仓 / 清算风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,45,medium,medium,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻指出若比特币价格跌破或突破关键点位，可能导致数十亿美元的多空清算，虽尚未发生但构成显著潜在市场冲击风险。,0.9,BTC逼近关键点位，潜在多空清算规模达数十亿美元。,25,low,low,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻引用Coinglass数据指出若比特币跌破或突破特定价位可能触发大规模多空清算，但属于潜在风险预警，未实际发生清算事件，整体风险较低。,0.85,Coinglass数据显示比特币价格若至特定点位或引发大规模清算。
719,2026-04-15 06:33:59,"ETH 价格波动或引发大规模清算 据 ChainCatcher 报道，Coinglass 数据显示，若 ETH 突破 2,451 美元，主流 CEX 累计空单清算强度将达 14.73 亿美元。反之，若 ETH 跌破 2,220 美元，主流 CEX 累计多单清算强度将达 10.99 亿美元。",30,50,20,low,medium,False,1,爆仓 / 清算风险,爆仓 / 清算风险,True,"[""爆仓 / 清算风险""]","[""爆仓 / 清算风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,30,low,low,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻仅为基于当前持仓数据的假设性清算预警，并非已发生事件；大规模清算可能性存在但尚未形成实际冲击，整体风险较低。,0.95,ETH若突破2451或跌破2220美元可能引发超10亿美元清算。,50,medium,medium,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻基于链上数据预测ETH价格突破关键点位可能引发超10亿美元的清算，虽未实际发生，但大规模清算风险可能加剧市场波动，因此评为中等风险。,0.8,Coinglass数据显示ETH突破2451或跌破2220美元可能引发超10亿美元清算。
724,2026-04-15 03:59:56,USDT 大额转移！350 亿美元流入 Aave Whale Alert 报告称，350 亿 USDT 从一个未知钱包转移至 Aave，交易价值约为 350 亿美元。据 NS3 报道，这一大额转移引发了市场的广泛关注和讨论。,10,35,25,low,low,True,0,无明显风险,大额转账 / 巨鲸行为风险,False,[],"[""大额转账 / 巨鲸行为风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,10,low,low,[],无明显风险,新闻仅报道了一笔 350 亿 USDT 转入 Aave 的大额转账，引发市场关注，但并未表明存在攻击、抛售、协议异常或任何实际损失，整体风险较低。,0.9,Whale Alert 监测到 350 亿 USDT 从未知钱包转入 Aave 协议,35,low,low,"[""大额转账 / 巨鲸行为风险""]",大额转账 / 巨鲸行为风险,新闻报告350亿USDT从未知钱包转移至Aave，数额异常巨大，可能引发市场对巨鲸动向和流动性的关注，但未涉及攻击、抛售或实际损失，风险较低。,0.85,350亿USDT从未知钱包转入Aave，引发市场关注。
